会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
C5496,女,普通,线下扫码,41,学生,广州,三口之家,否
C5497,女,银卡,App自然注册,35,全职主妇,长沙,三口之家,否
C5498,男,普通,App自然注册,31,其他,北京,单身青年,否
C5499,男,银卡,App自然注册,29,公务员,长沙,二人世界,否
C5500,男,金卡,App自然注册,31,企业职员,广州,单身青年,是
C5501,女,银卡,线下扫码,35,企业职员,南京,银发族,否
C5502,男,银卡,线下扫码,23,企业职员,深圳,单身青年,否
C5503,女,普通,微信小程序,36,全职主妇,成都,银发族,否
C5504,男,普通,外卖平台导流,27,互联网从业,天津,单身青年,否
C5505,男,普通,App自然注册,47,互联网从业,其他,二人世界,否
C5506,女,普通,外卖平台导流,37,企业职员,郑州,三口之家,否
C5507,男,普通,微信小程序,30,全职主妇,长沙,三口之家,否
C5508,女,普通,App自然注册,39,企业职员,苏州,单身青年,否
C5509,女,普通,微信小程序,36,学生,上海,单身青年,否
C5510,男,银卡,外卖平台导流,31,学生,重庆,二人世界,否
C5511,男,普通,App自然注册,22,学生,西安,三口之家,否
C5512,女,普通,社群裂变,27,企业职员,上海,三口之家,否
C5513,男,普通,App自然注册,43,企业职员,重庆,二人世界,否
C5514,女,普通,线下扫码,29,公务员,杭州,三口之家,否
C5515,女,黑金,外卖平台导流,42,企业职员,北京,单身青年,是
C5516,女,银卡,App自然注册,38,互联网从业,北京,多口之家,否
C5517,男,普通,外卖平台导流,33,服务业,成都,二人世界,否
C5518,男,银卡,线下扫码,27,自由职业,南京,三口之家,否
C5519,女,普通,App自然注册,32,其他,西安,三口之家,否
C5520,女,银卡,微信小程序,39,自由职业,北京,单身青年,否
C5521,女,普通,外卖平台导流,30,自由职业,其他,三口之家,否
C5522,女,普通,App自然注册,37,互联网从业,成都,三口之家,否
C5523,女,普通,地推活动,34,企业职员,青岛,三口之家,否
C5524,女,普通,线下扫码,23,学生,北京,单身青年,否
C5525,女,银卡,社群裂变,38,企业职员,上海,单身青年,否
C5526,男,普通,线下扫码,40,自由职业,广州,三口之家,否
C5527,女,普通,App自然注册,36,企业职员,深圳,三口之家,否
C5528,男,普通,线下扫码,36,其他,上海,单身青年,否
C5529,女,金卡,外卖平台导流,31,自由职业,西安,单身青年,是
C5530,女,普通,App自然注册,32,自由职业,南京,多口之家,否
C5531,女,普通,App自然注册,44,自由职业,成都,多口之家,否
C5532,男,普通,App自然注册,31,全职主妇,杭州,单身青年,否
C5533,女,黑金,线下扫码,24,全职主妇,深圳,多口之家,是
C5534,女,银卡,App自然注册,31,企业职员,青岛,多口之家,否
C5535,女,普通,微信小程序,36,公务员,西安,二人世界,否
C5536,男,银卡,社群裂变,27,企业职员,上海,银发族,否
C5537,男,普通,线下扫码,43,服务业,南京,二人世界,否
C5538,男,普通,社群裂变,36,全职主妇,广州,二人世界,否
C5539,男,普通,线下扫码,38,全职主妇,北京,单身青年,否
C5540,男,普通,线下扫码,26,全职主妇,北京,单身青年,否
C5541,女,普通,微信小程序,38,互联网从业,深圳,二人世界,否
C5542,女,普通,App自然注册,32,全职主妇,深圳,单身青年,否
C5543,女,银卡,微信小程序,37,企业职员,武汉,银发族,否
C5544,男,银卡,线下扫码,34,自由职业,郑州,单身青年,否
C5545,女,普通,地推活动,31,其他,深圳,多口之家,否
C5546,女,普通,微信小程序,33,企业职员,上海,银发族,否
C5547,男,普通,线下扫码,22,自由职业,长沙,二人世界,否
C5548,男,银卡,线下扫码,33,互联网从业,北京,银发族,否
C5549,女,普通,线下扫码,43,企业职员,苏州,三口之家,否
C5550,男,普通,社群裂变,35,企业职员,武汉,银发族,否
C5551,男,金卡,App自然注册,31,企业职员,成都,二人世界,是
C5552,男,普通,社群裂变,41,自由职业,西安,三口之家,否
C5553,男,普通,外卖平台导流,25,企业职员,其他,三口之家,否
C5554,女,普通,线下扫码,31,学生,其他,二人世界,否
C5555,男,普通,App自然注册,39,全职主妇,杭州,三口之家,否
C5556,女,普通,社群裂变,25,全职主妇,成都,三口之家,否
C5557,男,普通,微信小程序,36,服务业,长沙,多口之家,否
C5558,男,银卡,外卖平台导流,37,自由职业,武汉,单身青年,否
C5559,女,普通,微信小程序,24,互联网从业,其他,二人世界,否
C5560,女,银卡,线下扫码,29,全职主妇,上海,三口之家,否
C5561,女,普通,App自然注册,32,全职主妇,广州,二人世界,否
C5562,男,普通,线下扫码,34,学生,武汉,多口之家,否
C5563,男,普通,App自然注册,48,服务业,深圳,三口之家,否
C5564,男,普通,App自然注册,26,学生,西安,二人世界,否
C5565,女,普通,App自然注册,35,企业职员,上海,单身青年,否
C5566,女,普通,App自然注册,40,企业职员,杭州,二人世界,否
C5567,女,黑金,微信小程序,48,自由职业,重庆,单身青年,是
C5568,男,银卡,线下扫码,22,全职主妇,青岛,三口之家,否
C5569,女,银卡,外卖平台导流,29,全职主妇,上海,三口之家,否
C5570,男,银卡,线下扫码,48,全职主妇,北京,多口之家,否
C5571,女,普通,App自然注册,33,全职主妇,青岛,三口之家,否
C5572,女,普通,社群裂变,22,自由职业,上海,三口之家,否
C5573,女,普通,微信小程序,35,其他,成都,多口之家,否
C5574,女,普通,App自然注册,36,学生,长沙,二人世界,否
C5575,女,普通,微信小程序,37,企业职员,北京,多口之家,否
C5576,女,银卡,线下扫码,43,企业职员,天津,银发族,否
C5577,男,普通,微信小程序,25,全职主妇,上海,多口之家,否
C5578,男,银卡,线下扫码,22,企业职员,杭州,单身青年,否
C5579,女,银卡,微信小程序,26,互联网从业,其他,三口之家,否
C5580,女,普通,线下扫码,37,企业职员,西安,多口之家,否
C5581,男,普通,App自然注册,35,自由职业,青岛,单身青年,否
C5582,女,金卡,App自然注册,31,全职主妇,其他,多口之家,是
C5583,女,金卡,App自然注册,35,企业职员,上海,单身青年,否
C5584,男,普通,外卖平台导流,48,企业职员,西安,三口之家,否
C5585,女,普通,社群裂变,31,自由职业,武汉,三口之家,否
C5586,女,普通,社群裂变,43,互联网从业,郑州,多口之家,否
C5587,女,普通,微信小程序,28,互联网从业,重庆,二人世界,否
C5588,女,普通,外卖平台导流,34,其他,天津,三口之家,否
C5589,女,普通,App自然注册,32,公务员,深圳,三口之家,否
C5590,女,普通,App自然注册,39,全职主妇,广州,二人世界,否
C5591,男,普通,微信小程序,24,企业职员,苏州,三口之家,否
C5592,女,银卡,线下扫码,26,企业职员,青岛,银发族,否
C5593,男,普通,微信小程序,40,学生,深圳,二人世界,否
C5594,女,金卡,微信小程序,36,服务业,南京,二人世界,是
C5595,男,普通,微信小程序,39,企业职员,武汉,二人世界,否
C5596,女,普通,线下扫码,38,全职主妇,武汉,二人世界,否
C5597,男,普通,微信小程序,39,服务业,武汉,二人世界,否
C5598,女,普通,外卖平台导流,45,全职主妇,上海,三口之家,否
C5599,男,普通,微信小程序,41,互联网从业,西安,单身青年,否
C5600,男,银卡,App自然注册,48,全职主妇,上海,三口之家,否
C5601,女,普通,外卖平台导流,38,服务业,上海,三口之家,否
C5602,男,普通,App自然注册,31,全职主妇,重庆,多口之家,否
C5603,男,普通,App自然注册,22,学生,北京,多口之家,否
C5604,男,普通,App自然注册,33,服务业,青岛,多口之家,否
C5605,男,普通,线下扫码,28,自由职业,广州,三口之家,否
C5606,男,普通,线下扫码,35,互联网从业,深圳,二人世界,否
C5607,男,普通,社群裂变,41,企业职员,上海,二人世界,否
C5608,男,银卡,App自然注册,39,企业职员,西安,多口之家,否
C5609,女,普通,微信小程序,26,互联网从业,其他,三口之家,否
C5610,男,金卡,微信小程序,29,企业职员,北京,单身青年,否
C5611,男,普通,社群裂变,30,学生,苏州,多口之家,否
C5612,男,普通,App自然注册,43,全职主妇,北京,二人世界,否
C5613,女,普通,微信小程序,34,企业职员,武汉,银发族,否
C5614,男,普通,线下扫码,44,企业职员,北京,三口之家,否
C5615,女,普通,App自然注册,27,其他,苏州,三口之家,否
C5616,男,普通,线下扫码,31,互联网从业,广州,三口之家,否
C5617,男,普通,微信小程序,34,其他,深圳,二人世界,否
C5618,女,银卡,线下扫码,48,企业职员,北京,单身青年,否
C5619,男,普通,微信小程序,34,公务员,青岛,多口之家,否
C5620,男,银卡,外卖平台导流,30,互联网从业,郑州,三口之家,否
C5621,女,普通,地推活动,36,全职主妇,其他,单身青年,否
C5622,女,普通,微信小程序,47,互联网从业,武汉,二人世界,否
C5623,女,普通,地推活动,30,服务业,成都,三口之家,否
C5624,女,银卡,地推活动,39,全职主妇,杭州,三口之家,否
C5625,男,银卡,线下扫码,38,公务员,重庆,银发族,否
C5626,女,金卡,线下扫码,36,互联网从业,其他,三口之家,是
C5627,女,银卡,外卖平台导流,40,公务员,广州,三口之家,否
C5628,女,银卡,社群裂变,35,服务业,武汉,单身青年,否
C5629,男,普通,微信小程序,38,企业职员,苏州,多口之家,否
C5630,女,金卡,微信小程序,39,自由职业,其他,三口之家,否
C5631,女,普通,微信小程序,31,企业职员,郑州,单身青年,否
C5632,男,黑金,线下扫码,24,公务员,上海,三口之家,是
C5633,女,普通,微信小程序,48,全职主妇,杭州,三口之家,否
C5634,男,金卡,社群裂变,22,企业职员,武汉,三口之家,是
C5635,女,普通,微信小程序,44,公务员,上海,三口之家,否
C5636,女,银卡,App自然注册,34,全职主妇,武汉,二人世界,否
C5637,女,银卡,App自然注册,43,企业职员,深圳,三口之家,否
C5638,女,普通,App自然注册,34,服务业,上海,三口之家,否
C5639,男,普通,线下扫码,42,学生,其他,二人世界,否
C5640,男,普通,线下扫码,36,全职主妇,南京,二人世界,否
C5641,女,普通,App自然注册,48,全职主妇,广州,单身青年,否
C5642,男,普通,微信小程序,31,互联网从业,广州,二人世界,否
C5643,女,普通,外卖平台导流,44,全职主妇,杭州,二人世界,否
C5644,女,普通,微信小程序,34,学生,长沙,单身青年,否
C5645,女,银卡,社群裂变,29,学生,深圳,三口之家,否
C5646,男,金卡,微信小程序,28,企业职员,武汉,单身青年,是
C5647,女,普通,外卖平台导流,24,自由职业,北京,单身青年,否
C5648,男,金卡,社群裂变,35,自由职业,长沙,三口之家,是
C5649,女,金卡,地推活动,27,学生,长沙,二人世界,是
C5650,女,普通,App自然注册,30,企业职员,南京,三口之家,否
C5651,女,普通,App自然注册,44,自由职业,深圳,三口之家,否
C5652,女,银卡,微信小程序,31,企业职员,其他,二人世界,否
C5653,女,普通,线下扫码,23,全职主妇,重庆,多口之家,否
C5654,女,金卡,App自然注册,30,企业职员,北京,三口之家,是
C5655,男,普通,线下扫码,34,公务员,长沙,单身青年,否
C5656,男,银卡,App自然注册,42,服务业,杭州,二人世界,否
C5657,女,普通,微信小程序,48,服务业,北京,三口之家,否
C5658,女,银卡,外卖平台导流,44,企业职员,深圳,单身青年,否
C5659,女,普通,地推活动,42,自由职业,其他,二人世界,否
C5660,男,普通,外卖平台导流,24,企业职员,武汉,二人世界,否
C5661,男,银卡,地推活动,39,全职主妇,上海,二人世界,否
C5662,女,普通,线下扫码,44,互联网从业,武汉,多口之家,否
C5663,男,普通,社群裂变,48,公务员,北京,三口之家,否
C5664,男,普通,线下扫码,29,其他,其他,多口之家,否
C5665,男,普通,线下扫码,44,公务员,重庆,二人世界,否
C5666,男,普通,线下扫码,36,学生,郑州,二人世界,否
C5667,女,普通,微信小程序,30,全职主妇,重庆,二人世界,否
C5668,女,银卡,微信小程序,35,企业职员,其他,三口之家,否
C5669,女,普通,社群裂变,31,互联网从业,深圳,银发族,否
C5670,女,银卡,微信小程序,39,全职主妇,成都,三口之家,否
C5671,男,普通,线下扫码,29,学生,深圳,二人世界,否
C5672,女,普通,线下扫码,33,公务员,北京,二人世界,否
C5673,男,普通,线下扫码,36,自由职业,上海,单身青年,否
C5674,男,金卡,外卖平台导流,44,互联网从业,其他,银发族,是
C5675,女,普通,社群裂变,42,其他,长沙,多口之家,否
C5676,女,普通,微信小程序,33,企业职员,重庆,单身青年,否
C5677,男,普通,线下扫码,34,自由职业,长沙,三口之家,否
C5678,女,普通,App自然注册,44,服务业,广州,单身青年,否
C5679,女,普通,App自然注册,38,其他,天津,三口之家,否
C5680,男,普通,微信小程序,32,企业职员,武汉,二人世界,否
C5681,女,普通,线下扫码,33,企业职员,成都,三口之家,否
C5682,女,普通,微信小程序,46,全职主妇,成都,二人世界,否
C5683,男,普通,外卖平台导流,25,互联网从业,长沙,二人世界,否
C5684,女,普通,线下扫码,27,全职主妇,青岛,二人世界,否
C5685,女,普通,微信小程序,34,服务业,广州,二人世界,否
C5686,男,银卡,微信小程序,31,学生,成都,三口之家,否
C5687,男,银卡,App自然注册,34,企业职员,上海,单身青年,否
C5688,女,普通,App自然注册,42,公务员,深圳,单身青年,否
C5689,女,金卡,微信小程序,23,全职主妇,重庆,银发族,是
C5690,女,普通,地推活动,26,企业职员,杭州,单身青年,否
C5691,男,普通,线下扫码,30,自由职业,长沙,三口之家,否
C5692,男,银卡,线下扫码,48,企业职员,天津,多口之家,否
C5693,女,银卡,微信小程序,31,公务员,上海,多口之家,否
C5694,男,金卡,App自然注册,33,企业职员,广州,单身青年,否
C5695,男,金卡,微信小程序,41,企业职员,深圳,二人世界,是
C5696,女,普通,社群裂变,40,全职主妇,北京,三口之家,否
C5697,女,普通,App自然注册,32,企业职员,成都,单身青年,否
C5698,女,普通,App自然注册,39,学生,长沙,二人世界,否
C5699,女,普通,App自然注册,45,企业职员,天津,三口之家,否
C5700,女,普通,线下扫码,41,企业职员,郑州,单身青年,否
C5701,男,普通,App自然注册,35,互联网从业,苏州,二人世界,否
C5702,男,普通,微信小程序,29,全职主妇,上海,单身青年,否
C5703,男,普通,微信小程序,41,学生,长沙,单身青年,否
C5704,男,普通,微信小程序,22,全职主妇,其他,三口之家,否
C5705,女,普通,微信小程序,44,企业职员,其他,二人世界,否
C5706,女,普通,App自然注册,26,自由职业,上海,二人世界,否
C5707,男,普通,微信小程序,30,服务业,北京,银发族,否
C5708,女,普通,外卖平台导流,45,学生,南京,单身青年,否
C5709,男,普通,App自然注册,32,公务员,南京,三口之家,否
C5710,女,银卡,线下扫码,40,服务业,天津,单身青年,否
C5711,女,普通,外卖平台导流,45,互联网从业,杭州,多口之家,否
C5712,女,普通,线下扫码,28,服务业,郑州,银发族,否
C5713,女,普通,微信小程序,26,全职主妇,重庆,三口之家,否
C5714,女,普通,外卖平台导流,40,自由职业,其他,三口之家,否
C5715,女,金卡,App自然注册,34,互联网从业,成都,二人世界,否
C5716,女,普通,外卖平台导流,39,自由职业,其他,三口之家,否
C5717,女,普通,线下扫码,24,服务业,上海,多口之家,否
C5718,女,普通,App自然注册,29,自由职业,深圳,多口之家,否
C5719,男,普通,线下扫码,34,自由职业,上海,二人世界,否
C5720,女,银卡,外卖平台导流,32,服务业,天津,多口之家,否
C5721,女,金卡,线下扫码,33,互联网从业,天津,三口之家,否
C5722,男,普通,地推活动,44,全职主妇,深圳,单身青年,否
C5723,女,普通,微信小程序,34,互联网从业,青岛,多口之家,否
C5724,女,普通,线下扫码,27,全职主妇,深圳,银发族,否
C5725,女,普通,App自然注册,42,公务员,南京,二人世界,否
C5726,男,银卡,微信小程序,35,互联网从业,南京,多口之家,否
C5727,女,普通,微信小程序,38,企业职员,广州,三口之家,否
C5728,男,普通,外卖平台导流,30,其他,武汉,三口之家,否
C5729,男,金卡,微信小程序,28,公务员,长沙,三口之家,否
C5730,男,普通,线下扫码,28,其他,深圳,三口之家,否
C5731,男,银卡,App自然注册,39,学生,广州,单身青年,否
C5732,男,银卡,微信小程序,23,企业职员,郑州,单身青年,否
C5733,男,银卡,线下扫码,31,企业职员,成都,二人世界,否
C5734,女,普通,地推活动,26,全职主妇,成都,三口之家,否
C5735,女,普通,App自然注册,35,互联网从业,南京,二人世界,否
C5736,女,普通,线下扫码,34,企业职员,其他,银发族,否
C5737,女,普通,App自然注册,34,互联网从业,西安,三口之家,否
C5738,女,银卡,微信小程序,38,全职主妇,北京,二人世界,否
C5739,男,银卡,App自然注册,30,互联网从业,长沙,二人世界,否
C5740,男,黑金,App自然注册,38,企业职员,杭州,单身青年,是
C5741,女,普通,外卖平台导流,30,自由职业,其他,三口之家,否
C5742,女,普通,App自然注册,29,学生,其他,银发族,否
C5743,女,金卡,App自然注册,35,企业职员,上海,三口之家,是
C5744,女,银卡,微信小程序,30,服务业,深圳,三口之家,否
C5745,男,普通,微信小程序,36,其他,其他,三口之家,否
C5746,男,普通,外卖平台导流,34,企业职员,北京,银发族,否
C5747,男,普通,微信小程序,22,全职主妇,长沙,单身青年,否
C5748,女,普通,微信小程序,38,学生,武汉,三口之家,否
C5749,男,普通,微信小程序,34,互联网从业,其他,多口之家,否
C5750,男,银卡,线下扫码,37,企业职员,北京,三口之家,否
C5751,男,普通,App自然注册,48,企业职员,广州,银发族,否
C5752,女,普通,App自然注册,22,其他,北京,二人世界,否
C5753,女,普通,外卖平台导流,27,学生,天津,三口之家,否
C5754,女,银卡,App自然注册,36,自由职业,重庆,三口之家,否
C5755,男,普通,线下扫码,38,企业职员,北京,三口之家,否
C5756,女,银卡,线下扫码,22,企业职员,郑州,三口之家,否
C5757,女,普通,微信小程序,34,全职主妇,上海,银发族,否
C5758,女,普通,外卖平台导流,45,互联网从业,深圳,三口之家,否
C5759,女,普通,社群裂变,34,互联网从业,郑州,单身青年,否
C5760,男,普通,社群裂变,37,互联网从业,长沙,多口之家,否
C5761,男,银卡,线下扫码,30,自由职业,北京,银发族,否
C5762,男,银卡,外卖平台导流,48,学生,其他,单身青年,否
C5763,男,普通,微信小程序,36,公务员,杭州,多口之家,否
C5764,女,普通,外卖平台导流,27,互联网从业,南京,三口之家,否
C5765,女,银卡,微信小程序,22,服务业,南京,二人世界,否
C5766,男,金卡,线下扫码,40,公务员,成都,单身青年,否
C5767,男,黑金,App自然注册,41,服务业,南京,多口之家,是
C5768,女,银卡,线下扫码,35,企业职员,上海,多口之家,否
C5769,男,普通,微信小程序,39,其他,广州,二人世界,否
C5770,女,普通,地推活动,31,企业职员,广州,银发族,否
C5771,男,普通,线下扫码,47,互联网从业,上海,三口之家,否
C5772,女,银卡,社群裂变,35,全职主妇,苏州,单身青年,否
C5773,女,普通,地推活动,33,互联网从业,其他,单身青年,否
C5774,女,普通,外卖平台导流,37,自由职业,广州,三口之家,否
C5775,男,银卡,App自然注册,26,其他,成都,多口之家,否
C5776,女,金卡,App自然注册,34,互联网从业,郑州,二人世界,是
C5777,女,黑金,线下扫码,35,全职主妇,北京,多口之家,是
C5778,女,普通,App自然注册,27,公务员,苏州,三口之家,否
C5779,男,普通,微信小程序,29,全职主妇,广州,三口之家,否
C5780,女,普通,App自然注册,38,企业职员,广州,三口之家,否
C5781,男,普通,社群裂变,46,企业职员,苏州,三口之家,否
C5782,男,银卡,社群裂变,34,全职主妇,深圳,三口之家,否
C5783,女,普通,App自然注册,26,企业职员,成都,二人世界,否
C5784,男,普通,线下扫码,38,服务业,上海,三口之家,否
C5785,女,普通,微信小程序,38,全职主妇,武汉,多口之家,否
C5786,男,银卡,社群裂变,43,企业职员,其他,二人世界,否
C5787,男,银卡,微信小程序,45,其他,武汉,多口之家,否
C5788,女,银卡,微信小程序,43,互联网从业,其他,三口之家,否
C5789,女,金卡,微信小程序,22,互联网从业,成都,三口之家,否
C5790,女,普通,微信小程序,29,学生,广州,单身青年,否
C5791,女,普通,微信小程序,33,全职主妇,长沙,三口之家,否
C5792,男,普通,微信小程序,36,企业职员,天津,三口之家,否
C5793,男,普通,社群裂变,39,学生,广州,三口之家,否
C5794,男,普通,线下扫码,31,企业职员,广州,三口之家,否
C5795,男,普通,社群裂变,27,服务业,长沙,三口之家,否
C5796,男,普通,微信小程序,35,企业职员,重庆,单身青年,否
C5797,男,普通,微信小程序,35,全职主妇,北京,单身青年,否
C5798,男,普通,地推活动,24,其他,广州,单身青年,否
C5799,男,普通,社群裂变,43,互联网从业,北京,三口之家,否
C5800,女,普通,微信小程序,39,全职主妇,北京,单身青年,否
C5801,男,普通,线下扫码,32,企业职员,深圳,二人世界,否
C5802,女,黑金,外卖平台导流,38,互联网从业,北京,三口之家,是
C5803,男,普通,App自然注册,39,企业职员,成都,二人世界,否
C5804,女,普通,App自然注册,23,企业职员,广州,多口之家,否
C5805,男,普通,社群裂变,29,全职主妇,杭州,三口之家,否
C5806,女,普通,外卖平台导流,37,全职主妇,上海,二人世界,否
C5807,男,黑金,线下扫码,43,公务员,其他,单身青年,是
C5808,男,普通,微信小程序,48,自由职业,广州,二人世界,否
C5809,男,普通,微信小程序,34,公务员,北京,单身青年,否
C5810,女,普通,线下扫码,35,全职主妇,南京,多口之家,否
C5811,女,银卡,线下扫码,36,其他,重庆,三口之家,否
C5812,女,银卡,微信小程序,38,服务业,南京,三口之家,否
C5813,女,普通,外卖平台导流,41,互联网从业,北京,三口之家,否
C5814,女,银卡,微信小程序,38,互联网从业,深圳,二人世界,否
C5815,女,普通,App自然注册,34,其他,上海,单身青年,否
C5816,男,普通,App自然注册,41,学生,青岛,三口之家,否
C5817,男,银卡,App自然注册,29,企业职员,其他,单身青年,否
C5818,女,普通,微信小程序,38,企业职员,天津,银发族,否
C5819,男,普通,线下扫码,43,全职主妇,广州,多口之家,否
C5820,女,银卡,App自然注册,31,学生,广州,单身青年,否
C5821,女,普通,社群裂变,37,互联网从业,其他,单身青年,否
C5822,女,金卡,微信小程序,31,其他,其他,三口之家,是
C5823,女,普通,社群裂变,26,企业职员,其他,三口之家,否
C5824,男,金卡,App自然注册,39,全职主妇,北京,二人世界,是
C5825,男,金卡,App自然注册,30,其他,上海,二人世界,是
C5826,女,普通,线下扫码,23,服务业,北京,三口之家,否
C5827,女,普通,线下扫码,44,企业职员,成都,银发族,否
C5828,女,普通,App自然注册,36,学生,深圳,三口之家,否
C5829,女,普通,地推活动,32,全职主妇,成都,二人世界,否
C5830,女,普通,线下扫码,38,全职主妇,上海,三口之家,否
C5831,男,普通,外卖平台导流,29,学生,上海,三口之家,否
C5832,男,银卡,外卖平台导流,41,服务业,上海,三口之家,否
C5833,女,银卡,App自然注册,43,自由职业,深圳,单身青年,否
C5834,女,银卡,微信小程序,45,自由职业,长沙,多口之家,否
C5835,男,普通,地推活动,45,企业职员,其他,三口之家,否
C5836,男,普通,App自然注册,34,互联网从业,成都,三口之家,否
C5837,男,金卡,App自然注册,22,学生,深圳,多口之家,否
C5838,女,银卡,微信小程序,37,自由职业,武汉,单身青年,否
C5839,女,金卡,社群裂变,45,互联网从业,北京,二人世界,是
C5840,女,银卡,App自然注册,32,自由职业,杭州,单身青年,否
C5841,男,普通,App自然注册,24,服务业,南京,多口之家,否
C5842,女,金卡,社群裂变,43,企业职员,北京,多口之家,是
C5843,男,银卡,App自然注册,39,其他,广州,单身青年,否
C5844,男,普通,微信小程序,28,公务员,上海,三口之家,否
C5845,男,普通,微信小程序,30,互联网从业,北京,三口之家,否
C5846,女,银卡,外卖平台导流,26,企业职员,北京,单身青年,否
C5847,男,金卡,App自然注册,29,全职主妇,上海,三口之家,是
C5848,男,普通,App自然注册,41,服务业,苏州,三口之家,否
C5849,女,银卡,外卖平台导流,22,学生,上海,三口之家,否
C5850,男,普通,线下扫码,45,学生,深圳,单身青年,否
C5851,女,银卡,App自然注册,34,公务员,青岛,多口之家,否
C5852,男,普通,地推活动,40,企业职员,武汉,银发族,否
C5853,女,金卡,线下扫码,39,全职主妇,深圳,三口之家,是
C5854,女,普通,微信小程序,36,全职主妇,其他,多口之家,否
C5855,男,普通,微信小程序,30,自由职业,深圳,二人世界,否
C5856,女,普通,微信小程序,48,企业职员,郑州,三口之家,否
C5857,女,普通,App自然注册,35,企业职员,重庆,单身青年,否
C5858,女,普通,外卖平台导流,47,公务员,深圳,二人世界,否
C5859,男,银卡,App自然注册,35,全职主妇,深圳,单身青年,否
C5860,女,普通,外卖平台导流,37,学生,上海,二人世界,否
C5861,男,普通,微信小程序,46,自由职业,深圳,三口之家,否
C5862,女,银卡,地推活动,31,企业职员,武汉,多口之家,否
C5863,男,普通,社群裂变,41,互联网从业,其他,三口之家,否
C5864,女,银卡,地推活动,27,公务员,长沙,单身青年,否
C5865,女,银卡,微信小程序,34,企业职员,广州,二人世界,否
C5866,女,普通,App自然注册,41,学生,北京,单身青年,否
C5867,男,普通,外卖平台导流,29,企业职员,成都,三口之家,否
C5868,女,普通,App自然注册,39,自由职业,西安,银发族,否
C5869,男,金卡,微信小程序,22,企业职员,北京,单身青年,是
C5870,女,普通,线下扫码,46,互联网从业,重庆,三口之家,否
C5871,男,普通,微信小程序,32,其他,天津,二人世界,否
C5872,女,普通,微信小程序,35,企业职员,成都,多口之家,否
C5873,男,普通,线下扫码,43,自由职业,成都,二人世界,否
C5874,女,普通,线下扫码,31,其他,重庆,银发族,否
C5875,男,普通,App自然注册,31,企业职员,成都,三口之家,否
C5876,男,普通,App自然注册,22,其他,深圳,单身青年,否
C5877,女,普通,线下扫码,24,互联网从业,南京,单身青年,否
C5878,女,普通,微信小程序,39,互联网从业,西安,多口之家,否
C5879,女,普通,App自然注册,30,其他,广州,银发族,否
C5880,女,银卡,微信小程序,22,服务业,武汉,多口之家,否
C5881,女,普通,微信小程序,32,互联网从业,郑州,银发族,否
C5882,女,普通,微信小程序,34,企业职员,其他,三口之家,否
C5883,女,银卡,微信小程序,45,企业职员,上海,单身青年,否
C5884,女,普通,App自然注册,36,其他,杭州,银发族,否
C5885,女,普通,外卖平台导流,33,全职主妇,杭州,多口之家,否
C5886,女,银卡,外卖平台导流,41,互联网从业,其他,三口之家,否
C5887,男,普通,App自然注册,33,自由职业,广州,单身青年,否
C5888,女,普通,外卖平台导流,38,服务业,西安,多口之家,否
C5889,女,银卡,微信小程序,44,全职主妇,南京,三口之家,否
C5890,女,普通,线下扫码,40,企业职员,其他,多口之家,否
C5891,男,普通,App自然注册,28,服务业,北京,二人世界,否
C5892,男,普通,App自然注册,41,公务员,其他,三口之家,否
C5893,女,银卡,微信小程序,33,企业职员,北京,三口之家,否
C5894,女,银卡,外卖平台导流,47,企业职员,武汉,二人世界,否
C5895,男,普通,社群裂变,39,全职主妇,上海,三口之家,否
C5896,男,普通,微信小程序,27,企业职员,重庆,单身青年,否
C5897,男,普通,App自然注册,37,企业职员,其他,二人世界,否
C5898,男,普通,微信小程序,30,企业职员,上海,单身青年,否
C5899,男,普通,微信小程序,37,企业职员,其他,三口之家,否
C5900,女,普通,社群裂变,32,企业职员,广州,银发族,否
C5901,女,普通,微信小程序,36,其他,青岛,三口之家,否
C5902,女,普通,线下扫码,35,全职主妇,武汉,三口之家,否
C5903,男,普通,微信小程序,30,自由职业,西安,二人世界,否
C5904,男,银卡,微信小程序,35,公务员,南京,三口之家,否
C5905,女,普通,App自然注册,24,企业职员,北京,多口之家,否
C5906,女,普通,微信小程序,31,学生,北京,多口之家,否
C5907,女,普通,App自然注册,37,自由职业,深圳,三口之家,否
C5908,男,普通,App自然注册,27,企业职员,南京,三口之家,否
C5909,男,普通,外卖平台导流,34,学生,武汉,三口之家,否
C5910,男,普通,社群裂变,44,企业职员,北京,银发族,否
C5911,女,金卡,微信小程序,46,全职主妇,杭州,三口之家,是
C5912,男,普通,微信小程序,38,互联网从业,深圳,银发族,否
C5913,女,银卡,外卖平台导流,22,全职主妇,南京,多口之家,否
C5914,男,普通,外卖平台导流,32,互联网从业,北京,三口之家,否
C5915,女,普通,微信小程序,31,企业职员,其他,单身青年,否
C5916,男,银卡,微信小程序,35,企业职员,其他,三口之家,否
C5917,女,金卡,社群裂变,43,自由职业,西安,多口之家,是
C5918,女,普通,App自然注册,28,全职主妇,深圳,单身青年,否
C5919,男,普通,外卖平台导流,34,自由职业,重庆,单身青年,否
C5920,男,金卡,App自然注册,38,自由职业,杭州,三口之家,是
C5921,女,普通,App自然注册,38,全职主妇,杭州,二人世界,否
