订单ID,关联事件ID,会员ID,商品ID,门店ID,订单日期,订单金额_元,商品成本_元,毛利_元,促销ID,订单渠道,购买数量,配送时长_分钟,履约时长_分钟
O033125,E0418150,B3563,S060,39,2024-11-11,65.79,39.9,25.89,P05,门店自提,1,15,10
O033126,E0418163,C0609,S096,39,2024-11-11,14.27,7.7,6.57,P01,小程序到家,1,16,13
O033127,E0418164,A426,S080,22,2024-11-11,67.17,41.63,25.54,P01,第三方外卖,3,57,48
O033128,E0418171,C0128,S017,16,2024-11-11,28.8,16.35,12.45,P03,小程序到家,2,19,19
O033129,E0418173,A139,S089,34,2024-11-11,21.44,13.08,8.36,P01,第三方外卖,1,27,17
O033130,E0418177,B1025,S079,40,2024-11-11,9.9,3.58,6.32,P06,第三方外卖,1,14,12
O033131,E0418202,C0760,S039,37,2024-11-11,12.36,6.76,5.6,P01,App到家,1,25,21
O033132,E0418210,B0438,S020,34,2024-11-11,34.09,23.54,10.55,P01,第三方外卖,1,38,35
O033133,E0418215,B1045,S018,29,2024-11-11,18.09,10.3,7.79,P03,门店堂食,1,22,10
O033134,E0418220,B2518,S045,14,2024-11-11,71.48,44.0,27.48,P01,App到家,2,50,40
O033135,E0418233,C7535,S042,32,2024-11-12,30.86,17.85,13.01,P01,小程序到家,2,24,21
O033136,E0418238,C8831,S008,5,2024-11-12,15.64,7.98,7.66,P01,小程序到家,2,21,20
O033137,E0418260,B1410,S095,34,2024-11-12,27.86,18.4,9.46,P06,小程序到家,1,14,16
O033138,E0418262,A146,S087,39,2024-11-12,23.92,15.6,8.32,P01,App到家,1,18,18
O033139,E0418318,B0848,S006,2,2024-11-12,12.45,6.96,5.49,P02,小程序到家,1,20,16
O033140,E0418351,C7107,S049,29,2024-11-12,45.24,23.94,21.3,P01,小程序到家,2,16,15
O033141,E0418365,B3984,S092,40,2024-11-12,9.9,2.33,7.57,P01,App到家,1,30,25
O033142,E0418369,B1792,S005,5,2024-11-12,9.9,1.89,8.01,P02,门店堂食,1,20,13
O033143,E0418380,B3674,S066,4,2024-11-12,11.6,5.55,6.05,P01,小程序到家,2,30,22
O033144,E0418383,C1982,S066,12,2024-11-12,9.9,2.78,7.12,P02,App到家,1,12,11
O033145,E0418389,C2046,S046,1,2024-11-12,31.62,19.44,12.18,P01,门店自提,1,45,33
O033146,E0418391,C9084,S013,9,2024-11-12,19.4,12.6,6.8,P02,小程序到家,1,30,20
O033147,E0418394,B1531,S010,25,2024-11-12,9.9,5.67,4.23,P01,门店自提,1,17,10
O033148,E0418397,C6263,S039,4,2024-11-12,11.94,6.76,5.18,P04,第三方外卖,1,30,18
O033149,E0418468,B0675,S015,6,2024-11-12,66.45,46.36,20.09,P02,门店堂食,1,20,23
O033150,E0418484,C5005,S083,14,2024-11-12,9.9,5.2,4.7,P01,门店自提,1,25,15
O033151,E0418514,C3939,S077,17,2024-11-12,39.66,23.54,16.12,P01,门店堂食,2,17,10
O033152,E0418528,A580,S070,14,2024-11-12,43.64,26.16,17.48,P01,第三方外卖,2,31,28
O033153,E0418546,B3547,S083,34,2024-11-12,9.9,5.2,4.7,P01,第三方外卖,1,24,17
O033154,E0418548,C7478,S045,22,2024-11-12,27.86,22.0,5.86,P07,第三方外卖,1,34,21
O033155,E0418556,C0562,S097,12,2024-11-12,53.2,29.12,24.08,P08,App到家,2,29,21
O033156,E0418563,C3480,S078,29,2024-11-12,18.08,9.79,8.29,P05,小程序到家,1,28,22
O033157,E0418568,C8956,S027,26,2024-11-12,31.74,22.42,9.32,P02,App到家,1,26,16
O033158,E0418577,A268,S083,38,2024-11-12,9.9,5.2,4.7,P01,门店堂食,1,20,13
O033159,E0418598,B3785,S060,14,2024-11-12,134.34,79.8,54.54,P05,App到家,2,16,11
O033160,E0418608,C1409,S044,35,2024-11-12,29.39,17.99,11.4,P01,App到家,1,18,15
O033161,E0418616,B2734,S032,9,2024-11-12,16.15,10.26,5.89,P01,App到家,1,16,12
O033162,E0418617,C6353,S086,20,2024-11-12,29.54,18.24,11.3,P02,小程序到家,1,28,17
O033163,E0418651,C3637,S005,6,2024-11-12,9.9,1.89,8.01,P02,第三方外卖,1,12,15
O033164,E0418653,C4058,S048,23,2024-11-12,18.02,8.96,9.06,P04,门店堂食,1,13,16
O033165,E0418661,B2761,S011,2,2024-11-12,31.46,18.87,12.59,P03,App到家,2,17,12
O033166,E0418663,C2822,S057,35,2024-11-12,74.67,42.12,32.55,P01,App到家,3,19,14
O033167,E0418671,C5712,S002,12,2024-11-12,9.9,3.3,6.6,P05,第三方外卖,1,30,31
O033168,E0418685,B0327,S037,1,2024-11-12,95.14,58.24,36.9,P01,小程序到家,2,28,21
O033169,E0418686,A082,S019,34,2024-11-12,27.91,19.61,8.3,P03,小程序到家,1,15,10
O033170,E0418705,C1187,S031,29,2024-11-12,57.67,38.5,19.17,P04,App到家,1,43,32
O033171,E0418732,C8317,S086,6,2024-11-12,27.99,18.24,9.75,P01,小程序到家,1,46,34
O033172,E0418738,C7643,S002,19,2024-11-12,9.9,3.3,6.6,P03,门店堂食,1,27,22
O033173,E0418770,B2037,S067,34,2024-11-12,9.9,2.1,7.8,P04,App到家,1,24,26
O033174,E0418784,C8391,S030,13,2024-11-12,44.59,32.49,12.1,P05,第三方外卖,1,51,36
O033175,E0418790,C9194,S096,39,2024-11-12,14.24,7.7,6.54,P02,小程序到家,1,19,11
O033176,E0418807,B3887,S077,21,2024-11-12,19.1,11.77,7.33,P01,App到家,1,19,18
O033177,E0418808,C6572,S063,37,2024-11-12,29.21,28.84,0.37,P06,小程序到家,1,20,12
O033178,E0418814,B3345,S029,16,2024-11-12,39.28,27.84,11.44,P04,门店自提,1,27,26
O033179,E0418829,B3984,S088,38,2024-11-12,45.97,28.89,17.08,P02,小程序到家,3,19,15
O033180,E0418842,B2351,S069,38,2024-11-12,29.16,17.4,11.76,P02,门店堂食,1,30,25
O033181,E0418845,B1567,S019,40,2024-11-12,27.82,19.61,8.21,P08,门店自提,1,26,23
O033182,E0418855,A028,S063,7,2024-11-12,96.72,57.68,39.04,P01,小程序到家,2,19,12
O033183,E0418859,C6505,S044,38,2024-11-12,28.57,17.99,10.58,P03,第三方外卖,1,17,18
O033184,E0418861,C9422,S049,3,2024-11-12,21.76,11.97,9.79,P02,小程序到家,1,19,21
O033185,E0418876,C3063,S025,13,2024-11-13,18.98,12.08,6.9,P08,App到家,1,21,12
O033186,E0418879,C7628,S045,3,2024-11-13,34.16,22.0,12.16,P03,小程序到家,1,30,26
O033187,E0418910,B3241,S012,3,2024-11-13,87.54,61.36,26.18,P01,小程序到家,1,17,10
O033188,E0418924,B1949,S013,8,2024-11-13,19.49,12.6,6.89,P05,小程序到家,1,31,25
O033189,E0418932,B3083,S008,1,2024-11-13,9.9,3.99,5.91,P03,App到家,1,14,13
O033190,E0418947,B1004,S007,1,2024-11-13,9.9,2.53,7.37,P02,App到家,1,27,29
O033191,E0418968,A395,S027,29,2024-11-13,32.62,22.42,10.2,P01,小程序到家,1,19,18
O033192,E0419004,C1514,S044,12,2024-11-13,28.6,17.99,10.61,P08,小程序到家,1,30,19
O033193,E0419024,C2750,S006,18,2024-11-13,9.9,6.96,2.94,P06,小程序到家,1,22,22
O033194,E0419026,A020,S056,26,2024-11-13,59.08,33.6,25.48,P01,App到家,2,13,11
O033195,E0419045,C6250,S027,6,2024-11-13,31.51,22.42,9.09,P01,小程序到家,1,33,26
O033196,E0419046,C0040,S005,37,2024-11-13,9.9,1.89,8.01,P02,App到家,1,20,13
O033197,E0419047,C2368,S048,20,2024-11-13,18.57,8.96,9.61,P05,小程序到家,1,20,15
O033198,E0419053,B1934,S027,13,2024-11-13,94.8,67.27,27.53,P01,第三方外卖,3,64,43
O033199,E0419066,A222,S069,13,2024-11-13,27.56,17.4,10.16,P01,App到家,1,28,26
O033200,E0419085,C8087,S030,3,2024-11-13,45.61,32.49,13.12,P03,第三方外卖,1,24,16
O033201,E0419131,B2784,S050,30,2024-11-13,38.4,22.68,15.72,P03,App到家,2,16,10
O033202,E0419135,B2278,S009,36,2024-11-13,16.7,8.59,8.11,P08,门店堂食,2,18,12
O033203,E0419166,B1161,S059,24,2024-11-13,52.21,37.44,14.77,P07,App到家,2,12,15
O033204,E0419168,B2020,S099,9,2024-11-13,24.7,12.48,12.22,P03,小程序到家,2,31,25
O033205,E0419174,C4851,S001,11,2024-11-13,14.19,9.07,5.12,P07,第三方外卖,2,16,14
O033206,E0419176,B2237,S031,13,2024-11-13,56.46,38.5,17.96,P01,门店自提,1,19,13
O033207,E0419183,C1220,S056,16,2024-11-13,28.76,16.8,11.96,P04,第三方外卖,1,13,17
O033208,E0419191,C1730,S053,35,2024-11-13,105.1,90.72,14.38,P07,App到家,3,16,18
O033209,E0419201,C6405,S011,14,2024-11-13,9.9,9.44,0.46,P06,第三方外卖,1,75,47
O033210,E0419205,C1549,S060,6,2024-11-13,65.98,39.9,26.08,P05,小程序到家,1,21,23
O033211,E0419210,C0626,S096,22,2024-11-13,14.81,7.7,7.11,P01,App到家,1,29,15
O033212,E0419262,B1685,S045,34,2024-11-13,35.32,22.0,13.32,P01,小程序到家,1,18,16
O033213,E0419283,C0126,S043,38,2024-11-13,39.28,24.2,15.08,P01,小程序到家,1,23,18
O033214,E0419297,B3117,S088,35,2024-11-13,16.55,9.63,6.92,P01,门店自提,1,12,10
O033215,E0419324,C4516,S050,10,2024-11-13,57.36,34.02,23.34,P03,小程序到家,3,18,15
O033216,E0419338,A329,S079,38,2024-11-13,9.9,3.58,6.32,P01,第三方外卖,1,44,36
O033217,E0419340,C8590,S050,21,2024-11-13,19.44,11.34,8.1,P04,小程序到家,1,22,10
O033218,E0419355,C5909,S081,10,2024-11-13,9.9,7.8,2.1,P06,小程序到家,1,16,17
O033219,E0419376,B1737,S049,1,2024-11-13,22.52,11.97,10.55,P01,App到家,1,24,11
O033220,E0419382,C0173,S099,5,2024-11-13,12.61,6.24,6.37,P01,第三方外卖,1,37,31
O033221,E0419385,C3989,S019,20,2024-11-13,28.81,19.61,9.2,P02,门店堂食,1,15,10
O033222,E0419390,C9378,S001,5,2024-11-13,9.9,4.54,5.36,P01,门店堂食,1,62,49
O033223,E0419399,C2592,S035,6,2024-11-13,15.82,9.5,6.32,P01,小程序到家,1,30,20
O033224,E0419402,A277,S008,32,2024-11-13,9.9,3.99,5.91,P01,小程序到家,1,73,63
O033225,E0419417,C8022,S025,8,2024-11-13,19.41,12.08,7.33,P02,App到家,1,14,10
O033226,E0419423,B3332,S072,11,2024-11-13,18.68,11.86,6.82,P01,App到家,1,20,20
O033227,E0419424,C4501,S013,38,2024-11-13,38.52,25.2,13.32,P01,小程序到家,2,72,49
O033228,E0419448,B2431,S061,2,2024-11-13,56.94,33.99,22.95,P05,小程序到家,2,73,56
O033229,E0419451,C2078,S005,8,2024-11-13,9.9,1.89,8.01,P07,门店自提,1,22,11
O033230,E0419452,B2425,S083,17,2024-11-13,28.95,15.6,13.35,P02,小程序到家,3,18,16
O033231,E0419470,C4195,S006,40,2024-11-13,9.96,6.96,3.0,P07,第三方外卖,1,20,16
O033232,E0419481,C3783,S043,15,2024-11-13,39.76,24.2,15.56,P01,小程序到家,1,52,31
O033233,E0419500,B1583,S074,9,2024-11-13,18.3,10.36,7.94,P06,App到家,1,37,19
O033234,E0419501,C7432,S010,37,2024-11-13,9.9,5.67,4.23,P05,App到家,1,15,14
O033235,E0419507,C7335,S025,35,2024-11-14,31.81,24.15,7.66,P07,小程序到家,2,17,15
O033236,E0419518,B0333,S057,40,2024-11-14,22.31,14.04,8.27,P02,小程序到家,1,25,17
O033237,E0419519,C9567,S054,38,2024-11-14,41.74,28.08,13.66,P03,小程序到家,1,26,12
O033238,E0419521,B0955,S022,12,2024-11-14,136.08,90.72,45.36,P05,小程序到家,3,12,12
O033239,E0419543,C8063,S085,40,2024-11-14,12.88,6.7,6.18,P01,小程序到家,1,49,29
O033240,E0419558,C1975,S084,32,2024-11-14,34.1,20.8,13.3,P01,第三方外卖,1,17,14
O033241,E0419561,B0266,S062,1,2024-11-14,31.8,18.54,13.26,P06,第三方外卖,1,37,25
O033242,E0419616,A465,S046,37,2024-11-14,29.29,19.44,9.85,P02,小程序到家,1,29,26
O033243,E0419635,C6010,S050,27,2024-11-14,18.94,11.34,7.6,P05,第三方外卖,1,25,25
O033244,E0419659,C3906,S033,20,2024-11-14,45.32,27.82,17.5,P05,App到家,2,16,10
O033245,E0419668,B0775,S029,20,2024-11-14,78.14,55.68,22.46,P01,小程序到家,2,23,19
O033246,E0419671,A286,S064,36,2024-11-14,35.94,19.76,16.18,P05,App到家,2,14,15
O033247,E0419695,C8014,S061,5,2024-11-14,59.72,33.99,25.73,P01,门店自提,2,13,11
O033248,E0419696,C8102,S039,4,2024-11-14,12.34,6.76,5.58,P01,小程序到家,1,42,35
O033249,E0419704,C3118,S093,38,2024-11-14,46.77,25.92,20.85,P02,小程序到家,3,22,22
O033250,E0419718,C5962,S007,23,2024-11-14,9.9,2.53,7.37,P03,App到家,1,71,56
O033251,E0419720,C0681,S013,2,2024-11-14,19.82,12.6,7.22,P03,小程序到家,1,21,14
O033252,E0419724,A262,S081,29,2024-11-14,14.87,7.8,7.07,P04,门店自提,1,23,18
O033253,E0419734,C0175,S075,8,2024-11-14,34.93,22.55,12.38,P04,App到家,1,26,22
O033254,E0419737,B0772,S066,2,2024-11-14,11.48,5.55,5.93,P01,门店自提,2,23,22
O033255,E0419799,C6583,S068,39,2024-11-14,12.89,7.15,5.74,P01,App到家,1,21,13
O033256,E0419800,B1267,S047,37,2024-11-14,25.18,11.77,13.41,P01,门店自提,2,16,15
O033257,E0419838,C8783,S037,17,2024-11-14,46.24,29.12,17.12,P02,小程序到家,1,50,36
O033258,E0419841,B2625,S058,9,2024-11-14,18.93,11.88,7.05,P01,App到家,1,27,22
O033259,E0419847,C5900,S063,1,2024-11-14,48.63,28.84,19.79,P01,第三方外卖,1,27,23
O033260,E0419852,C2915,S006,22,2024-11-14,12.32,6.96,5.36,P03,小程序到家,1,21,23
O033261,E0419857,C8676,S089,34,2024-11-14,21.85,13.08,8.77,P01,小程序到家,1,36,38
O033262,E0419864,C7769,S059,6,2024-11-14,25.05,18.72,6.33,P07,小程序到家,1,40,31
O033263,E0419868,C7051,S008,26,2024-11-14,9.9,3.99,5.91,P01,App到家,1,13,14
O033264,E0419886,C9137,S077,11,2024-11-14,19.2,11.77,7.43,P03,App到家,1,26,18
O033265,E0419890,C8359,S046,21,2024-11-14,32.89,19.44,13.45,P03,小程序到家,1,30,18
O033266,E0419896,C6259,S032,30,2024-11-14,16.49,10.26,6.23,P03,第三方外卖,1,14,10
O033267,E0419909,C5892,S031,22,2024-11-14,55.13,38.5,16.63,P02,小程序到家,1,21,20
O033268,E0419915,B1655,S079,25,2024-11-14,9.9,3.58,6.32,P01,App到家,1,16,10
O033269,E0419926,C9626,S086,12,2024-11-14,28.86,18.24,10.62,P01,门店自提,1,16,10
O033270,E0419931,B0922,S089,5,2024-11-14,21.33,13.08,8.25,P05,小程序到家,1,16,19
O033271,E0419934,B0992,S073,38,2024-11-14,15.48,9.5,5.98,P02,第三方外卖,1,32,19
O033272,E0419939,B1248,S016,25,2024-11-14,12.53,7.34,5.19,P03,第三方外卖,1,31,27
O033273,E0419960,C9587,S055,31,2024-11-14,28.72,16.59,12.13,P04,小程序到家,1,23,19
O033274,E0419964,B3398,S033,40,2024-11-14,22.04,13.91,8.13,P03,App到家,1,19,14
O033275,E0419970,B0028,S039,37,2024-11-14,25.0,13.52,11.48,P01,门店堂食,2,19,11
O033276,E0419983,C0372,S019,9,2024-11-14,27.55,19.61,7.94,P01,第三方外卖,1,51,44
O033277,E0419988,C7350,S073,21,2024-11-14,15.43,9.5,5.93,P02,小程序到家,1,24,21
O033278,E0419989,C1819,S003,12,2024-11-14,9.9,5.38,4.52,P03,小程序到家,1,36,31
O033279,E0420012,C4741,S091,14,2024-11-14,13.78,7.04,6.74,P04,App到家,2,55,35
O033280,E0420019,B2790,S059,6,2024-11-14,32.03,18.72,13.31,P01,小程序到家,1,13,15
O033281,E0420030,A223,S001,11,2024-11-14,17.1,9.07,8.03,P03,门店自提,2,16,12
O033282,E0420039,C2417,S054,5,2024-11-14,79.06,56.16,22.9,P02,App到家,2,16,13
O033283,E0420120,C2784,S068,4,2024-11-14,9.9,7.15,2.75,P07,小程序到家,1,18,19
O033284,E0420139,C8764,S079,36,2024-11-15,9.9,3.58,6.32,P03,App到家,1,25,13
O033285,E0420146,C5521,S030,22,2024-11-15,45.04,32.49,12.55,P02,小程序到家,1,64,48
O033286,E0420182,C8064,S087,16,2024-11-15,23.01,15.6,7.41,P03,门店堂食,1,16,12
O033287,E0420216,B4092,S025,15,2024-11-15,19.11,12.08,7.03,P02,App到家,1,27,18
O033288,E0420217,B2010,S054,37,2024-11-15,42.25,28.08,14.17,P02,App到家,1,16,10
O033289,E0420225,C3993,S098,40,2024-11-15,19.52,10.3,9.22,P08,App到家,1,20,15
O033290,E0420235,C7935,S030,2,2024-11-15,135.69,97.47,38.22,P02,门店自提,3,30,23
O033291,E0420239,B1898,S054,35,2024-11-15,41.97,28.08,13.89,P03,App到家,1,22,16
O033292,E0420244,C7340,S047,34,2024-11-15,12.48,5.89,6.59,P03,小程序到家,1,12,10
O033293,E0420283,C8660,S066,6,2024-11-15,17.01,8.33,8.68,P01,第三方外卖,3,20,21
O033294,E0420290,C1206,S015,14,2024-11-15,65.67,46.36,19.31,P01,门店自提,1,24,13
O033295,E0420291,B2988,S012,21,2024-11-15,263.79,184.08,79.71,P01,小程序到家,3,15,17
O033296,E0420315,C5835,S037,25,2024-11-15,49.24,29.12,20.12,P01,App到家,1,17,10
O033297,E0420316,C7432,S048,32,2024-11-15,36.86,17.92,18.94,P02,第三方外卖,2,20,15
O033298,E0420324,C9792,S041,23,2024-11-15,12.48,7.07,5.41,P01,第三方外卖,1,15,16
O033299,E0420330,A205,S063,8,2024-11-15,48.56,28.84,19.72,P02,小程序到家,1,20,18
O033300,E0420349,C3847,S020,11,2024-11-15,14.81,23.54,-8.73,P06,小程序到家,1,15,10
O033301,E0420352,C2681,S034,32,2024-11-15,17.9,11.45,6.45,P04,App到家,1,45,39
O033302,E0420363,B3512,S066,34,2024-11-15,9.9,2.78,7.12,P01,App到家,1,26,19
O033303,E0420419,B0560,S068,17,2024-11-15,12.36,7.15,5.21,P01,小程序到家,1,45,31
O033304,E0420431,C8480,S024,30,2024-11-15,18.7,11.66,7.04,P08,小程序到家,1,42,31
O033305,E0420446,C7275,S018,18,2024-11-15,37.5,20.61,16.89,P01,小程序到家,2,15,13
O033306,E0420456,C8998,S017,6,2024-11-15,14.8,8.18,6.62,P02,小程序到家,1,13,10
O033307,E0420490,C4662,S011,38,2024-11-15,15.7,9.44,6.26,P04,App到家,1,30,16
O033308,E0420512,C8080,S093,27,2024-11-15,15.76,8.64,7.12,P02,小程序到家,1,16,12
O033309,E0420515,B3670,S083,1,2024-11-15,9.9,5.2,4.7,P06,第三方外卖,1,53,47
O033310,E0420516,C7787,S067,1,2024-11-15,9.9,2.1,7.8,P02,App到家,1,41,41
O033311,E0420527,C0329,S026,32,2024-11-15,49.42,29.68,19.74,P04,App到家,2,15,14
O033312,E0420560,C6246,S057,10,2024-11-15,54.22,42.12,12.1,P06,门店自提,3,22,16
O033313,E0420601,C5816,S015,28,2024-11-15,109.68,92.72,16.96,P06,小程序到家,2,43,34
O033314,E0420605,B0761,S065,18,2024-11-15,15.52,8.24,7.28,P03,小程序到家,1,26,18
O033315,E0420614,C0776,S007,8,2024-11-15,9.9,2.53,7.37,P05,小程序到家,1,32,30
O033316,E0420639,B1934,S059,5,2024-11-15,32.66,18.72,13.94,P08,小程序到家,1,16,10
O033317,E0420641,B0610,S079,28,2024-11-15,9.9,3.58,6.32,P04,第三方外卖,1,36,32
O033318,E0420651,C8523,S099,14,2024-11-15,12.66,6.24,6.42,P05,门店自提,1,36,31
O033319,E0420656,C4665,S070,24,2024-11-15,67.02,39.24,27.78,P01,小程序到家,3,26,24
O033320,E0420660,C3190,S079,27,2024-11-15,9.9,3.58,6.32,P01,App到家,1,20,19
O033321,E0420676,B3247,S032,9,2024-11-15,16.71,10.26,6.45,P03,第三方外卖,1,31,29
O033322,E0420679,C6550,S054,27,2024-11-15,41.55,28.08,13.47,P01,小程序到家,1,14,10
O033323,E0420680,C1529,S041,31,2024-11-15,12.43,7.07,5.36,P02,App到家,1,21,20
O033324,E0420694,C2046,S099,2,2024-11-15,12.36,6.24,6.12,P01,门店自提,1,30,18
O033325,E0420699,C1559,S055,34,2024-11-15,57.76,33.17,24.59,P01,小程序到家,2,15,10
O033326,E0420712,B0241,S024,9,2024-11-15,18.15,11.66,6.49,P03,App到家,1,19,11
O033327,E0420719,C5311,S042,20,2024-11-15,30.24,17.85,12.39,P01,门店自提,2,17,13
O033328,E0420730,C6713,S008,20,2024-11-15,23.22,11.97,11.25,P03,App到家,3,45,32
O033329,E0420738,B0520,S038,1,2024-11-15,53.58,49.44,4.14,P07,第三方外卖,1,48,32
O033330,E0420741,C1895,S007,13,2024-11-15,9.9,2.53,7.37,P01,小程序到家,1,43,30
O033331,E0420752,C3994,S100,7,2024-11-15,31.72,20.17,11.55,P05,第三方外卖,1,29,21
O033332,E0420755,B3363,S054,38,2024-11-15,85.02,56.16,28.86,P01,小程序到家,2,23,19
O033333,E0420776,A001,S057,16,2024-11-16,24.73,14.04,10.69,P05,第三方外卖,1,25,19
O033334,E0420804,C9776,S075,31,2024-11-16,36.82,22.55,14.27,P05,第三方外卖,1,43,26
O033335,E0420808,C6610,S028,37,2024-11-16,82.62,56.45,26.17,P01,门店自提,3,26,20
O033336,E0420809,C1791,S062,21,2024-11-16,25.03,18.54,6.49,P07,App到家,1,22,24
O033337,E0420811,B3121,S012,15,2024-11-16,164.9,122.72,42.18,P02,小程序到家,2,57,42
O033338,E0420825,B1820,S054,22,2024-11-16,42.39,28.08,14.31,P01,第三方外卖,1,65,46
O033339,E0420832,B0781,S093,3,2024-11-16,12.1,8.64,3.46,P07,门店自提,1,20,18
O033340,E0420854,B1206,S086,30,2024-11-16,87.06,54.72,32.34,P02,App到家,3,42,39
O033341,E0420865,C0850,S004,27,2024-11-16,9.9,2.65,7.25,P05,第三方外卖,1,68,46
O033342,E0420879,C2230,S033,39,2024-11-16,22.72,13.91,8.81,P01,小程序到家,1,21,14
O033343,E0420892,C2151,S006,5,2024-11-16,9.9,6.96,2.94,P07,第三方外卖,1,12,10
O033344,E0420912,A561,S048,4,2024-11-16,36.96,17.92,19.04,P01,App到家,2,29,20
O033345,E0420914,C5325,S011,13,2024-11-16,45.51,28.31,17.2,P01,App到家,3,53,32
O033346,E0420928,C4825,S068,17,2024-11-16,12.65,7.15,5.5,P05,App到家,1,24,21
O033347,E0420930,C0643,S015,4,2024-11-16,115.38,92.72,22.66,P03,小程序到家,2,27,23
O033348,E0420952,B2537,S087,14,2024-11-16,23.71,15.6,8.11,P01,小程序到家,1,18,10
O033349,E0420957,C1427,S029,32,2024-11-16,31.51,27.84,3.67,P07,App到家,1,30,17
O033350,E0420962,B2584,S048,8,2024-11-16,17.67,8.96,8.71,P03,小程序到家,1,20,14
O033351,E0420979,C1737,S018,1,2024-11-16,37.26,20.61,16.65,P04,App到家,2,14,10
O033352,E0420983,B3454,S057,25,2024-11-16,23.23,14.04,9.19,P01,App到家,1,61,49
O033353,E0420985,C0139,S032,21,2024-11-16,32.3,20.52,11.78,P03,App到家,2,29,27
O033354,E0420989,C4208,S035,37,2024-11-16,11.68,19.01,-7.33,P06,App到家,2,24,14
O033355,E0421013,C9501,S030,9,2024-11-16,43.99,32.49,11.5,P03,App到家,1,20,12
O033356,E0421018,A042,S041,40,2024-11-16,12.48,7.07,5.41,P01,门店堂食,1,31,23
O033357,E0421035,C3457,S067,33,2024-11-16,9.9,2.1,7.8,P07,小程序到家,1,35,25
O033358,E0421047,C6815,S062,37,2024-11-16,31.27,18.54,12.73,P03,App到家,1,40,26
O033359,E0421068,C3021,S072,30,2024-11-16,18.59,11.86,6.73,P01,门店自提,1,18,14
O033360,E0421072,B0036,S010,22,2024-11-16,18.98,11.34,7.64,P01,小程序到家,2,29,24
O033361,E0421084,C4930,S059,5,2024-11-16,32.59,18.72,13.87,P01,第三方外卖,1,21,15
O033362,E0421105,C1682,S042,9,2024-11-16,15.79,8.93,6.86,P01,小程序到家,1,17,10
O033363,E0421114,C9204,S043,17,2024-11-16,39.71,24.2,15.51,P01,小程序到家,1,19,18
O033364,E0421121,B1750,S025,5,2024-11-16,19.18,12.08,7.1,P03,小程序到家,1,25,13
O033365,E0421135,B1532,S058,16,2024-11-16,19.06,11.88,7.18,P03,第三方外卖,1,28,24
O033366,E0421137,C5935,S096,30,2024-11-16,14.77,7.7,7.07,P05,小程序到家,1,20,20
O033367,E0421203,B1527,S049,10,2024-11-16,21.15,11.97,9.18,P01,小程序到家,1,22,15
O033368,E0421232,C0453,S100,17,2024-11-16,32.27,20.17,12.1,P04,App到家,1,52,38
O033369,E0421246,C8449,S096,30,2024-11-16,14.34,7.7,6.64,P01,门店堂食,1,29,28
O033370,E0421259,C2559,S020,17,2024-11-16,34.27,23.54,10.73,P04,第三方外卖,1,20,14
O033371,E0421260,C6237,S035,37,2024-11-16,14.8,9.5,5.3,P08,小程序到家,1,26,18
O033372,E0421268,C0662,S090,6,2024-11-16,26.36,15.81,10.55,P01,第三方外卖,1,26,24
O033373,E0421274,C5363,S079,12,2024-11-16,22.44,10.75,11.69,P01,门店自提,3,42,32
O033374,E0421282,B0178,S049,27,2024-11-16,44.98,23.94,21.04,P02,小程序到家,2,16,11
O033375,E0421318,C3370,S015,17,2024-11-16,64.95,46.36,18.59,P01,App到家,1,14,16
O033376,E0421332,B1782,S009,23,2024-11-16,9.9,4.29,5.61,P01,门店堂食,1,20,17
O033377,E0421335,C2772,S071,35,2024-11-16,53.56,34.98,18.58,P04,门店自提,2,23,13
O033378,E0421341,B0952,S078,31,2024-11-16,18.24,9.79,8.45,P03,小程序到家,1,29,29
O033379,E0421355,C0524,S019,26,2024-11-16,26.62,19.61,7.01,P01,小程序到家,1,18,14
O033380,E0421360,C6078,S038,8,2024-11-16,67.7,49.44,18.26,P01,小程序到家,1,24,15
O033381,E0421366,C6913,S087,17,2024-11-16,24.04,15.6,8.44,P03,小程序到家,1,20,11
O033382,E0421368,B3605,S095,1,2024-11-16,27.53,18.4,9.13,P04,第三方外卖,1,50,38
O033383,E0421375,C9468,S069,30,2024-11-16,29.66,17.4,12.26,P01,App到家,1,28,16
O033384,E0421378,C4834,S063,28,2024-11-16,98.28,57.68,40.6,P01,第三方外卖,2,18,19
O033385,E0421386,B3604,S075,39,2024-11-16,35.2,22.55,12.65,P01,小程序到家,1,18,17
O033386,E0421389,C7210,S092,15,2024-11-16,9.9,4.66,5.24,P04,门店自提,2,20,20
O033387,E0421390,C6738,S087,34,2024-11-16,24.49,15.6,8.89,P01,门店堂食,1,26,23
O033388,E0421404,C1569,S076,15,2024-11-16,16.26,9.18,7.08,P05,门店自提,1,44,35
O033389,E0421405,B0312,S092,14,2024-11-16,9.9,2.33,7.57,P03,App到家,1,16,10
O033390,E0421432,C6244,S066,24,2024-11-16,9.9,2.78,7.12,P08,小程序到家,1,54,40
O033391,E0421452,C6887,S094,1,2024-11-16,15.53,11.77,3.76,P07,第三方外卖,1,14,10
O033392,E0421484,B3469,S005,4,2024-11-16,9.9,1.89,8.01,P03,第三方外卖,1,54,40
O033393,E0421494,B1870,S067,13,2024-11-16,9.9,2.1,7.8,P02,App到家,1,22,14
O033394,E0421505,C6372,S051,7,2024-11-16,15.44,8.35,7.09,P01,小程序到家,1,28,25
